taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,Cultured,Habitat,Genome Size   * assembled,Gene Count   * assembled
2642422550,Archaea,Permanent Draft,"Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA",Haloterrigena hispanica CDM_6,DOE Joint Genome Institute (JGI),2642422550,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena hispanica,Yes,,3963480,4247
2828771552,Archaea,Permanent Draft,Thermococcus spp.,Thermococcus sp. LMOA20,Genewiz Inc.,2828771552,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,unclassified,Yes,,2108754,2360
2684622715,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_C06_02,"University of Illinois, Urbana-Champaign",2684622715,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2255808,2521
2675903317,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-18,"University of Illinois, Urbana-Champaign",2675903317,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2220445,2440
641228483,Archaea,Finished,Caldivirga maquilingensis IC-167,Caldivirga maquilingensis IC-167,DOE Joint Genome Institute (JGI),641228483,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Caldivirga,Caldivirga maquilingensis,Yes,"Aquatic, Fresh water, Hot spring",2077567,2011
2551306368,Archaea,Permanent Draft,Halorubrum sp. T3,Halorubrum sp. T3,"Chinese Academy of Sciences, Institute of Botany",2551306368,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. T3,Yes,,3167951,3116
2918187917,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus voltae PS,DOE Joint Genome Institute (JGI),2918187917,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae,Yes,,1780593,1672
2651869795,Archaea,Permanent Draft,Genome sequencing of polyextremophilic archaea of the family Ferroplasmaceae,Acidiplasma aeolicum VT,Research Institute for Physical-Chemical Medicine of Ministry of Public Health of Russian Federation,2651869795,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,Acidiplasma aeolicum,Yes,,1736658,1913
2684622741,Archaea,Permanent Draft,Sequencing of Methanobrevibacter genomes,Methanobrevibacter oralis DSM7256,Goettingen Genomics Laboratory,2684622741,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter oralis,Yes,,2110861,2080
2681813121,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.M.2.3,"University of Illinois, Urbana-Champaign",2681813121,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,3975805,3488
2506783068,Archaea,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Methanofollis liminatans GKZPZ, DSM 4140",DOE Joint Genome Institute (JGI),2506783068,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Methanofollis liminatans,Yes,Wastewater treatment plant,2475100,2522
646564550,Archaea,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Methanohalophilus mahii SLP, DSM 5219",DOE Joint Genome Institute (JGI),646564550,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus mahii,Yes,"Aquatic, Sediment",2012424,2095
2883595994,Archaea,Permanent Draft,Halorussus sp. DLLS-82 genome sequencing,Halorussus sp. DLLS-82,Jiangsu University,2883595994,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorussus,Halorussus sp. DLLS-82,Yes,,3619661,3816
2645727876,Archaea,Permanent Draft,Thermococcus sp. EP1,Thermococcus sp. EP1,"Third Institute of Oceanography, State Oceanic Administration",2645727876,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. EP1,Yes,,1811638,2034
640753036,Archaea,Finished,5 mesophilic methanococci Proposal # 0179-051115,Methanococcus vannielii SB,DOE Joint Genome Institute (JGI),640753036,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus vannielii,Yes,"Marine, Mud",1720048,1755
2508501109,Archaea,Finished,CSP_300154_796307,Aciduliprofundum sp. MAR08-339,DOE Joint Genome Institute (JGI),2508501109,Candidatus Thermoplasmatota,unclassified,unclassified,unclassified,Aciduliprofundum,Aciduliprofundum sp. MAR08-339,Yes,"Deep sea, Hydrothermal vent, Marine",1437090,1598
2654588040,Archaea,Finished,Halorhabdus tiamatea: Complete genome sequencing,Halorhabdus tiamatea SARL4B,Max Planck Institute for Marine Microbiology,2654588040,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus tiamatea,Yes,,3146160,3286
2554235493,Archaea,Permanent Draft,Haloarchaeal genomes,Natronococcus jeotgali DSM 18795,"University of California, Davis",2554235493,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,Natronococcus jeotgali,Yes,,4496185,4470
2828776047,Archaea,Permanent Draft,Thermococcus spp.,Thermococcus sp. LMOA24,Genewiz Inc.,2828776047,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,unclassified,Yes,,2199400,2504
2828764951,Archaea,Permanent Draft,Thermococcus spp.,Thermococcus sp. LMOA06,Genewiz Inc.,2828764951,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,unclassified,Yes,,1922690,2164
2554235487,Archaea,Permanent Draft,Haloarchaeal genomes,"Halorubrum distributum VKM B-1733, 1-M","University of California, Davis",2554235487,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum distributum,Yes,Soil,3307369,3182
2654587756,Archaea,Finished,Methanobrevibacter millerae SM9,Methanobrevibacter millerae SM9,Pastoral Greenhouse Gas Research Consortium (PGgRc),2654587756,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter millerae,Yes,Host,2543538,2365
2540341183,Archaea,Finished,Methanobrevibacter sp. AbM4,Methanobrevibacter sp. AbM4,AgResearch Limited,2540341183,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp. AbM4,Yes,Host,1998189,1716
638154508,Archaea,Finished,Methanosarcina acetivorans C2A,Methanosarcina acetivorans C2A,Broad Institute,638154508,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina acetivorans,Yes,"Hydrothermal vent, Marine, Oil fields, Sediment",5751492,4807
2506783047,Archaea,Finished,Genome sequencing of novel haloarchaea from Deep Lake: an extremely cold and hypersaline Antarctic lake,Halobacterium sp. DL1,DOE Joint Genome Institute (JGI),2506783047,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp. DL1,Yes,"Fresh water, Ponds",3162560,3367
2600255154,Archaea,Permanent Draft,Draft genome sequence of an extreme haloarchaeon 3A1-DGR,Unclassified haloarchaeon 3A1-DGR,Directorate of Groundnut Research (Indian Council of Agricultural Research),2600255154,Euryarchaeota,Halobacteria,Halobacteriales,unclassified,unclassified,haloarchaeon 3A1-DGR,Yes,,2880497,2957
2642422537,Archaea,Permanent Draft,"Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA",Methanococcoides vulcani SLH 33,DOE Joint Genome Institute (JGI),2642422537,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides vulcani,Yes,,2314846,2357
2684622567,Archaea,Permanent Draft,Halorubrum aethiopicum SAH-A6 Genome sequencing,Halorubrum aethiopicum SAH-A6,Silla university,2684622567,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum aethiopicum,Yes,,3325770,3310
2882541399,Archaea,Permanent Draft,Thermoplasma sp. Kam2015 genome sequencing,Thermoplasma sp. Kam2015,IKBFU,2882541399,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma sp. Kam2015,Yes,,1790060,1931
2684622739,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_CO5_14,"University of Illinois, Urbana-Champaign",2684622739,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2238183,2462
2514885038,Archaea,Permanent Draft,Sulfolobales HSU1,Sulfolobales sp. HSU1,Axeq Technologies,2514885038,Crenarchaeota,Thermoprotei,Sulfolobales,unclassified,unclassified,unclassified,Yes,"Aquatic, Fresh water, Hot spring",4003885,7369
640069317,Archaea,Finished,Diverse archaeal organisms,Methanocorpusculum labreanum Z,DOE Joint Genome Institute (JGI),640069317,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum labreanum,Yes,"Fresh water, Sediment, Wastewater",1804962,1830
2510065023,Archaea,Finished,Candidatus Nitrososphaera gargensis Ga9-2,Candidatus Nitrososphaera gargensis Ga9-2,Goettingen Genomics Laboratory,2510065023,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera gargensis,Yes,"Aquatic, Hot spring",2833736,3599
2773858060,Archaea,Finished,Genome sequencing of Cuniculiplasma divulgatum S5,Cuniculiplasma divulgatum S5,Baltic Federal University,2773858060,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Cuniculiplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum,Yes,,1938699,2009
2884866049,Archaea,Permanent Draft,Halorubrum sp. CSM-61 genome sequencing,Halorubrum sp. CSM-61,The Queen's University of Belfast,2884866049,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. CSM-61,Yes,,3715459,3751
2681813015,Archaea,Permanent Draft,Genome sequencing of Thermogymnomonas acidicola JCM 13583,Thermogymnomonas acidicola JCM 13583,University of Tokyo,2681813015,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,unclassified,Thermogymnomonas,Thermogymnomonas acidicola,Yes,,1742379,3288
640427120,Archaea,Finished,Metallosphaera sedula DSM 5348,Metallosphaera sedula DSM 5348,DOE Joint Genome Institute (JGI),640427120,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera sedula,Yes,"Aquatic, Ponds",2191517,2347
2617270902,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Halogranum gelatinilyticum CGMCC 1.10119,DOE Joint Genome Institute (JGI),2617270902,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogranum,Halogranum gelatinilyticum,Yes,,3770187,3856
2513237118,Archaea,Permanent Draft,A Comparative Genomics Investigation on Hydrogen Production from Cellulosic Materials and Starch by a Hyperthermophilic Archaeon,Desulfurococcus mobilis DSM 2161,DOE Joint Genome Institute (JGI),2513237118,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,Yes,"Aquatic, Fresh water",1198142,1331
2524614679,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Halorubrum ezzemoulense DSM 17463,DOE Joint Genome Institute (JGI),2524614679,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ezzemoulense,Yes,"Aquatic, Saline water",3593334,3661
2917941020,Archaea,Permanent Draft,Genome Encyclopedia of Bacteria and Archaea VI: Functional Genomics of Type Strains,Methanococcus voltae DSM 14649,DOE Joint Genome Institute (JGI),2917941020,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae,Yes,,1899827,1732
2639762614,Archaea,Permanent Draft,Characterization of novel CO-oxidizing extreme halophiles,Haloterrigena sp. LL2A,Argonne National Laboratory,2639762614,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,unclassified,Yes,,4856741,5064
2651869869,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina sp. MTP4,"University of Illinois, Urbana-Champaign",2651869869,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. MTP4,Yes,,4211468,3583
2627853858,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina sp. WWM596,"University of Illinois, Urbana-Champaign",2627853858,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. WWM596,Yes,,4137337,3732
2579779048,Archaea,Permanent Draft,Thaumarchaeota archaeon MY2 Genome sequencing,Thaumarchaeota archaeon MY2,Chungbuk National University,2579779048,Thaumarchaeota,unclassified,unclassified,unclassified,Candidatus Nitrosotenuis,Candidatus Nitrosotenuis chungbukensis,Yes,,1762971,2069
2684622706,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-13,"University of Illinois, Urbana-Champaign",2684622706,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2221412,2428
2882192142,Archaea,Permanent Draft,Natronomonas sp. CBA1134 genome sequencing,Natronomonas sp. CBA1134,Korea Basic Science Institute (KBSI),2882192142,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp. CBA1134,Yes,,2574365,2813
638154522,Archaea,Finished,Thermoplasma volcanium GSS1,Thermoplasma volcanium GSS1,"National Institute of Advanced Industrial Science and Technology, AIST",638154522,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,Yes,"Aquatic, Hot spring, Hydrothermal vent, Marine, Solfataric field",1584804,1615
2860337210,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus maripaludis D1,DOE Joint Genome Institute (JGI),2860337210,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,,1773622,1942
2681813032,Archaea,Permanent Draft,Genome sequencing of Sulfolobus metallicus JCM 9184,"Sulfolobus metallicus DSM 6482, JCM 9184",University of Tokyo,2681813032,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfuracidifex,Sulfuracidifex metallicus,Yes,Solfataric field,2180853,3232
643348525,Archaea,Finished,Candidatus Methanosphaerula palustris E1-9c,"Methanosphaerula palustris E1-9c, DSM 19958",DOE Joint Genome Institute (JGI),643348525,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula,Methanosphaerula palustris,Yes,Soil,2922917,2859
2593339167,Archaea,Permanent Draft,The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.,Methanobrevibacter millerae DSM 16643,DOE Joint Genome Institute (JGI),2593339167,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter millerae,Yes,,2725667,2467
2617270732,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halorubrum sodomense RD 26,DOE Joint Genome Institute (JGI),2617270732,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sodomense,Yes,"Aquatic, Marine",3030553,3084
2802429614,Archaea,Permanent Draft,Halorubrum,Halorubrum ezzemoulense Ga2p,University of Connecticut,2802429614,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ezzemoulense,Yes,,3343227,3427
2757320681,Archaea,Finished,Genome sequencing of Candidatus Nitrosotalea devanaterra NDEV1,Candidatus Nitrosotalea devanaterra NDEV1,University of Aberdeen,2757320681,Thaumarchaeota,unclassified,unclassified,unclassified,Candidatus Nitrosotalea,Candidatus Nitrosotalea devanaterra,Yes,,1805304,2113
2775506935,Archaea,Finished,Haloarcula sp. Taiwanensis genome sequencing,Haloarcula taiwanensis Taiwanensis,National Taiwan University,2775506935,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula taiwanensis,Yes,,3721706,3909
643692025,Archaea,Finished,Diverse archaeal organisms,Halorubrum lacusprofundi ATCC 49239,DOE Joint Genome Institute (JGI),643692025,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum lacusprofundi,Yes,"Aquatic, Fresh water",3692576,3725
2728369533,Archaea,Finished,"Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea",Sulfolobus islandicus M.16.47,University of Illinois,2728369533,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,,2637559,3082
2524023089,Archaea,Permanent Draft,Methanobrevibacter ruminantium YE286,Methanobrevibacter ruminantium YE286,Macrogen,2524023089,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium,Yes,Animal gastrointestinal tract,1816712,1728
2627854017,Archaea,Finished,Methanothermobacter thermautotrophicus CaT2 genome sequencing project,Methanothermobacter thermautotrophicus CaT2,"National Institute of Genetics, Japan",2627854017,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter sp. CaT2,Yes,,1731018,1837
2681812966,Archaea,Finished,Methanobrevibacter olleyae YLM1,Methanobrevibacter olleyae YLM1,Pastoral Greenhouse Gas Research Consortium (PGgRc),2681812966,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter olleyae,Yes,,2201192,1882
2651870127,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Haloarchaeobius iranensis IBRC-M 10013,DOE Joint Genome Institute (JGI),2651870127,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarchaeobius,Haloarchaeobius iranensis,Yes,,3768606,3920
2684622718,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_C06_05,"University of Illinois, Urbana-Champaign",2684622718,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2187212,2421
2860329271,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus maripaludis C11,DOE Joint Genome Institute (JGI),2860329271,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,,1859316,2034
2918191243,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus voltae C2,DOE Joint Genome Institute (JGI),2918191243,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae,Yes,,1857959,1725
2684622698,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-03,"University of Illinois, Urbana-Champaign",2684622698,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2214215,2454
2524023197,Archaea,Finished,Sulfolobus acidocaldarius N8,Sulfolobus acidocaldarius N8,University of Cincinnati,2524023197,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2176362,2308
2504136013,Archaea,Permanent Draft,Acidilobus sulfurireducens sp. nov.,Acidilobus sulfurireducens sp. nov.,SymBio Corporation,2504136013,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus sulfurireducens,Yes,"Fresh water, Hot spring",1648899,1925
646564549,Archaea,Finished,5 mesophilic methanococci Proposal # 0179-051115,Methanococcus voltae A3,DOE Joint Genome Institute (JGI),646564549,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae,Yes,Fresh water,1936387,1768
2860331306,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus maripaludis C12,DOE Joint Genome Institute (JGI),2860331306,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,,1779103,1950
2913397459,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methanobacterium petrolearium DSM 22353,DOE Joint Genome Institute (JGI),2913397459,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium petrolearium,Yes,"Sludge, Wastewater",2468550,2455
2905004242,Archaea,Permanent Draft,Genome of Haloferax strains isolated from high-salt tide-pools,Haloferax sp. Atlit-10N,Tel Aviv University,2905004242,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax sp. Atlit-10N,Yes,,4261349,4507
2728369542,Archaea,Permanent Draft,Pyrodictium occultum PL-19,Pyrodictium occultum PL-19 1,Oak Ridge National Laboratory,2728369542,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Pyrodictium occultum,Yes,,1621727,1727
2540341105,Archaea,Finished,Methanoculleus bourgensis MS2,Methanoculleus bourgensis MS2,Bielefeld University,2540341105,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus bourgensis,Yes,"Sludge, Wastewater",2789773,2667
2913474752,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Halolamina salifodinae DSM 26232,DOE Joint Genome Institute (JGI),2913474752,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,Halolamina salifodinae,Yes,,2752321,2937
2554235494,Archaea,Permanent Draft,Haloarchaeal genomes,Haloferax lucentense DSM 14919,"University of California, Davis",2554235494,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax lucentense,Yes,,3619064,3689
2515154035,Archaea,Permanent Draft,2D genome,Methanosarcinales,,2515154035,Euryarchaeota,Methanomicrobia,Methanosarcinales,unclassified,unclassified,unclassified,Yes,Wastewater,3198961,3481
2588253738,Archaea,Finished,Palaeococcus pacificus DY20341,Palaeococcus pacificus DY20341,"Third Institute of Oceanography, State Oceanic Administration",2588253738,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,Palaeococcus pacificus,Yes,"Deep sea, Hydrothermal sediment",1859370,2044
2684622734,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_CO5_13,"University of Illinois, Urbana-Champaign",2684622734,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2215942,2441
2534681901,Archaea,Permanent Draft,Haloterrigena thermotolerans DSM 11522,Haloterrigena thermotolerans DSM 11552,"University of California, Davis",2534681901,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena thermotolerans,Yes,,3895275,3910
2574179771,Archaea,Permanent Draft,Genomic biology of novel permafrost methanogens: Methanobacterium veterum and M. arcticum,"Methanobacterium arcticum M2, DSM 19844",DOE Joint Genome Institute (JGI),2574179771,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium arcticum,Yes,,3393923,3349
2791355070,Archaea,Permanent Draft,Halorubrum,Halorubrum sp. Ib24,University of Connecticut,2791355070,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. Ib24,Yes,,2969809,2947
2537561866,Archaea,Permanent Draft,Halogranum salarium B-1,Halogranum salarium B-1,Korea Research Institute of Bioscience and Biotechnology,2537561866,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogranum,Halogranum salarium,Yes,Salt,4492306,4890
2775506919,Archaea,Finished,Comparative genomics of isolates from deep and shallow subsurface biosphere,Methanobacterium sp. MZ-A1,Japan Agency for Marine-Earth Science and Technology,2775506919,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp. MZ-A1,Yes,,2524329,2485
2695420988,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halobaculum gomorrense DSM 9297,DOE Joint Genome Institute (JGI),2695420988,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halobaculum,Halobaculum gomorrense,Yes,"Aquatic, Hypersaline lakes, Marine, Sea water",3208246,3268
2667527984,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 3.H.A.2.1,"University of Illinois, Urbana-Champaign",2667527984,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,3979112,3485
640069314,Archaea,Finished,Hyperthermus butylicus DSM 5456,Hyperthermus butylicus DSM 5456,Epidauros Biotechnologie AG,640069314,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Hyperthermus butylicus,Yes,"Aquatic, Marine",1667163,1669
2660238053,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei YBM.F.A.1B.4,"University of Illinois, Urbana-Champaign",2660238053,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4049355,3564
650377981,Archaea,Finished,Sulfolobus islandicus HVE10/4,Sulfolobus islandicus HVE10/4,University of Copenhagen,650377981,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,"Fresh water, Hydrothermal vent, Solfataric field, Sulfur spring",2655201,2826
